interval,lower,upper,timestamp
1,40.913333333333334,40.913333333333334,2024-11-08 12:00:00+00:00
2,,,2024-11-08 12:00:00+00:00
3,,,2024-11-08 12:00:00+00:00
4,,,2024-11-08 12:00:00+00:00
5,40.913333333333334,40.913333333333334,2024-11-08 12:00:00+00:00
1,40.913333333333334,40.913333333333334,2024-11-12 12:00:00+00:00
2,,,2024-11-12 12:00:00+00:00
3,,,2024-11-12 12:00:00+00:00
4,,,2024-11-12 12:00:00+00:00
5,40.913333333333334,40.913333333333334,2024-11-12 12:00:00+00:00
1,32.913333333333334,32.913333333333334,2024-11-16 12:00:00+00:00
2,,,2024-11-16 12:00:00+00:00
3,,,2024-11-16 12:00:00+00:00
4,,,2024-11-16 12:00:00+00:00
5,38.49,38.49,2024-11-16 12:00:00+00:00
1,31.746666666666663,31.746666666666663,2024-11-20 12:00:00+00:00
2,,,2024-11-20 12:00:00+00:00
3,,,2024-11-20 12:00:00+00:00
4,,,2024-11-20 12:00:00+00:00
5,38.49,38.49,2024-11-20 12:00:00+00:00
1,31.746666666666663,31.746666666666663,2024-11-24 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-11-24 12:00:00+00:00
3,,,2024-11-24 12:00:00+00:00
4,,,2024-11-24 12:00:00+00:00
5,38.49,38.49,2024-11-24 12:00:00+00:00
1,10.496666666666668,10.496666666666668,2024-11-28 12:00:00+00:00
2,,,2024-11-28 12:00:00+00:00
3,,,2024-11-28 12:00:00+00:00
4,,,2024-11-28 12:00:00+00:00
5,35.74333333333333,35.74333333333333,2024-11-28 12:00:00+00:00
1,10.496666666666668,10.496666666666668,2024-12-02 12:00:00+00:00
2,37.00666666666667,37.00666666666667,2024-12-02 12:00:00+00:00
3,,,2024-12-02 12:00:00+00:00
4,,,2024-12-02 12:00:00+00:00
5,37.00666666666667,37.00666666666667,2024-12-02 12:00:00+00:00
1,,,2024-12-06 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-06 12:00:00+00:00
3,,,2024-12-06 12:00:00+00:00
4,,,2024-12-06 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-06 12:00:00+00:00
1,,,2024-12-10 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-10 12:00:00+00:00
3,,,2024-12-10 12:00:00+00:00
4,,,2024-12-10 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-10 12:00:00+00:00
1,,,2024-12-14 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-14 12:00:00+00:00
3,,,2024-12-14 12:00:00+00:00
4,,,2024-12-14 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-14 12:00:00+00:00
1,,,2024-12-18 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-18 12:00:00+00:00
3,,,2024-12-18 12:00:00+00:00
4,,,2024-12-18 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-18 12:00:00+00:00
1,,,2024-12-22 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-22 12:00:00+00:00
3,,,2024-12-22 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2024-12-22 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-22 12:00:00+00:00
1,,,2024-12-26 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-26 12:00:00+00:00
3,,,2024-12-26 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2024-12-26 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-26 12:00:00+00:00
1,,,2024-12-30 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2024-12-30 12:00:00+00:00
3,,,2024-12-30 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2024-12-30 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2024-12-30 12:00:00+00:00
1,11.443333333333332,11.443333333333332,2025-01-03 12:00:00+00:00
2,27.11,31.746666666666663,2025-01-03 12:00:00+00:00
3,,,2025-01-03 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-03 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-03 12:00:00+00:00
1,11.443333333333332,11.443333333333332,2025-01-07 12:00:00+00:00
2,27.11,31.746666666666663,2025-01-07 12:00:00+00:00
3,,,2025-01-07 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-07 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-07 12:00:00+00:00
1,11.443333333333332,11.443333333333332,2025-01-11 12:00:00+00:00
2,27.11,31.746666666666663,2025-01-11 12:00:00+00:00
3,,,2025-01-11 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-11 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-11 12:00:00+00:00
1,,,2025-01-15 12:00:00+00:00
2,29.536666666666665,29.536666666666665,2025-01-15 12:00:00+00:00
3,,,2025-01-15 12:00:00+00:00
4,29.536666666666665,29.536666666666665,2025-01-15 12:00:00+00:00
5,29.536666666666665,29.536666666666665,2025-01-15 12:00:00+00:00
1,,,2025-01-19 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2025-01-19 12:00:00+00:00
3,,,2025-01-19 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-19 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-19 12:00:00+00:00
1,,,2025-01-23 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2025-01-23 12:00:00+00:00
3,,,2025-01-23 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-23 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-23 12:00:00+00:00
1,,,2025-01-27 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2025-01-27 12:00:00+00:00
3,,,2025-01-27 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-27 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-27 12:00:00+00:00
1,,,2025-01-31 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2025-01-31 12:00:00+00:00
3,,,2025-01-31 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-01-31 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-01-31 12:00:00+00:00
1,,,2025-02-04 12:00:00+00:00
2,31.746666666666663,31.746666666666663,2025-02-04 12:00:00+00:00
3,,,2025-02-04 12:00:00+00:00
4,31.746666666666663,31.746666666666663,2025-02-04 12:00:00+00:00
5,31.746666666666663,31.746666666666663,2025-02-04 12:00:00+00:00
1,,,2025-02-08 12:00:00+00:00
