interval,lower,upper,timestamp
1,,,2024-11-10 12:00:00+00:00
2,,,2024-11-10 12:00:00+00:00
3,,,2024-11-10 12:00:00+00:00
4,,,2024-11-10 12:00:00+00:00
5,,,2024-11-10 12:00:00+00:00
1,,,2024-11-16 12:00:00+00:00
2,,,2024-11-16 12:00:00+00:00
3,,,2024-11-16 12:00:00+00:00
4,,,2024-11-16 12:00:00+00:00
5,,,2024-11-16 12:00:00+00:00
1,,,2024-11-22 12:00:00+00:00
2,,,2024-11-22 12:00:00+00:00
3,,,2024-11-22 12:00:00+00:00
4,,,2024-11-22 12:00:00+00:00
5,,,2024-11-22 12:00:00+00:00
1,,,2024-11-28 12:00:00+00:00
2,,,2024-11-28 12:00:00+00:00
3,,,2024-11-28 12:00:00+00:00
4,,,2024-11-28 12:00:00+00:00
5,,,2024-11-28 12:00:00+00:00
1,33.57333333333333,33.57333333333333,2024-12-04 12:00:00+00:00
2,,,2024-12-04 12:00:00+00:00
3,38.346666666666664,38.346666666666664,2024-12-04 12:00:00+00:00
4,41.71666666666666,41.71666666666666,2024-12-04 12:00:00+00:00
5,,,2024-12-04 12:00:00+00:00
1,,,2024-12-11 12:00:00+00:00
2,28.52,28.52,2024-12-11 12:00:00+00:00
3,33.57333333333333,33.57333333333333,2024-12-11 12:00:00+00:00
4,40.01833333333334,40.01833333333334,2024-12-11 12:00:00+00:00
5,,,2024-12-11 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2024-12-17 12:00:00+00:00
2,28.52,28.52,2024-12-17 12:00:00+00:00
3,33.57333333333333,33.57333333333333,2024-12-17 12:00:00+00:00
4,40.01833333333334,40.01833333333334,2024-12-17 12:00:00+00:00
5,,,2024-12-17 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2024-12-23 12:00:00+00:00
2,28.52,28.52,2024-12-23 12:00:00+00:00
3,28.52,28.52,2024-12-23 12:00:00+00:00
4,40.01833333333334,40.01833333333334,2024-12-23 12:00:00+00:00
5,,,2024-12-23 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2024-12-29 12:00:00+00:00
2,6.055,6.055,2024-12-29 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2024-12-29 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2024-12-29 12:00:00+00:00
5,,,2024-12-29 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-01-04 12:00:00+00:00
2,6.055,6.055,2025-01-04 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-01-04 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-01-04 12:00:00+00:00
5,,,2025-01-04 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-01-11 12:00:00+00:00
2,6.055,6.055,2025-01-11 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-01-11 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-01-11 12:00:00+00:00
5,,,2025-01-11 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-01-17 12:00:00+00:00
2,6.055,6.055,2025-01-17 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-01-17 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-01-17 12:00:00+00:00
5,,,2025-01-17 12:00:00+00:00
1,12.33,12.33,2025-01-23 12:00:00+00:00
2,12.33,12.33,2025-01-23 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-01-23 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-01-23 12:00:00+00:00
5,,,2025-01-23 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-01-29 12:00:00+00:00
2,6.055,6.055,2025-01-29 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-01-29 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-01-29 12:00:00+00:00
5,,,2025-01-29 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-02-04 12:00:00+00:00
2,6.055,6.055,2025-02-04 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-02-04 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-02-04 12:00:00+00:00
5,,,2025-02-04 12:00:00+00:00
1,12.33,12.33,2025-02-10 12:00:00+00:00
2,12.33,12.33,2025-02-10 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-02-10 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-02-10 12:00:00+00:00
5,,,2025-02-10 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-02-17 12:00:00+00:00
2,6.055,6.055,2025-02-17 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-02-17 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-02-17 12:00:00+00:00
5,,,2025-02-17 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-02-23 12:00:00+00:00
2,6.055,6.055,2025-02-23 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-02-23 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-02-23 12:00:00+00:00
5,,,2025-02-23 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-03-01 12:00:00+00:00
2,6.055,6.055,2025-03-01 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-03-01 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-03-01 12:00:00+00:00
5,,,2025-03-01 12:00:00+00:00
1,3.2566666666666664,3.2566666666666664,2025-03-07 12:00:00+00:00
2,6.055,6.055,2025-03-07 12:00:00+00:00
3,30.796666666666667,30.796666666666667,2025-03-07 12:00:00+00:00
4,30.796666666666667,30.796666666666667,2025-03-07 12:00:00+00:00
5,,,2025-03-07 12:00:00+00:00
1,15.8,15.8,2025-03-13 12:00:00+00:00
2,15.8,15.8,2025-03-13 12:00:00+00:00
3,,,2025-03-13 12:00:00+00:00
4,28.52,28.52,2025-03-13 12:00:00+00:00
5,,,2025-03-13 12:00:00+00:00
1,15.8,15.8,2025-03-20 12:00:00+00:00
2,15.8,15.8,2025-03-20 12:00:00+00:00
3,,,2025-03-20 12:00:00+00:00
4,28.52,28.52,2025-03-20 12:00:00+00:00
5,,,2025-03-20 12:00:00+00:00
1,15.8,15.8,2025-03-26 12:00:00+00:00
2,15.8,15.8,2025-03-26 12:00:00+00:00
3,,,2025-03-26 12:00:00+00:00
4,28.52,28.52,2025-03-26 12:00:00+00:00
5,,,2025-03-26 12:00:00+00:00
1,15.8,15.8,2025-04-01 12:00:00+00:00
2,15.8,15.8,2025-04-01 12:00:00+00:00
3,,,2025-04-01 12:00:00+00:00
4,28.52,28.52,2025-04-01 12:00:00+00:00
5,,,2025-04-01 12:00:00+00:00
1,15.8,15.8,2025-04-07 12:00:00+00:00
2,15.8,15.8,2025-04-07 12:00:00+00:00
3,37.93833333333333,37.93833333333333,2025-04-07 12:00:00+00:00
4,37.93833333333333,37.93833333333333,2025-04-07 12:00:00+00:00
5,,,2025-04-07 12:00:00+00:00
1,15.8,15.8,2025-04-13 12:00:00+00:00
2,15.8,15.8,2025-04-13 12:00:00+00:00
3,28.515,28.515,2025-04-13 12:00:00+00:00
4,28.52,28.52,2025-04-13 12:00:00+00:00
5,,,2025-04-13 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-04-20 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-04-20 12:00:00+00:00
3,28.515,28.515,2025-04-20 12:00:00+00:00
4,28.52,28.52,2025-04-20 12:00:00+00:00
5,,,2025-04-20 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-04-26 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-04-26 12:00:00+00:00
3,28.515,28.515,2025-04-26 12:00:00+00:00
4,28.52,28.52,2025-04-26 12:00:00+00:00
5,,,2025-04-26 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-05-02 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-05-02 12:00:00+00:00
3,28.515,28.515,2025-05-02 12:00:00+00:00
4,28.515,28.515,2025-05-02 12:00:00+00:00
5,,,2025-05-02 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-05-08 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-05-08 12:00:00+00:00
3,28.515,28.515,2025-05-08 12:00:00+00:00
4,28.515,28.515,2025-05-08 12:00:00+00:00
5,,,2025-05-08 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-05-14 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-05-14 12:00:00+00:00
3,28.515,28.515,2025-05-14 12:00:00+00:00
4,28.515,28.515,2025-05-14 12:00:00+00:00
5,,,2025-05-14 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-05-20 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-05-20 12:00:00+00:00
3,28.515,28.515,2025-05-20 12:00:00+00:00
4,28.515,28.515,2025-05-20 12:00:00+00:00
5,,,2025-05-20 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-05-27 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-05-27 12:00:00+00:00
3,,,2025-05-27 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-05-27 12:00:00+00:00
5,,,2025-05-27 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-06-02 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-06-02 12:00:00+00:00
3,7.93,7.93,2025-06-02 12:00:00+00:00
4,7.93,7.93,2025-06-02 12:00:00+00:00
5,,,2025-06-02 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-06-08 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-06-08 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-06-08 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-06-08 12:00:00+00:00
5,,,2025-06-08 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-06-14 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-06-14 12:00:00+00:00
3,28.515,28.515,2025-06-14 12:00:00+00:00
4,28.515,28.515,2025-06-14 12:00:00+00:00
5,,,2025-06-14 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-06-20 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-06-20 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-06-20 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-06-20 12:00:00+00:00
5,,,2025-06-20 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-06-27 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-06-27 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-06-27 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-06-27 12:00:00+00:00
5,,,2025-06-27 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-07-03 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-07-03 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-07-03 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-07-03 12:00:00+00:00
5,,,2025-07-03 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-07-09 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-07-09 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-07-09 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-07-09 12:00:00+00:00
5,,,2025-07-09 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-07-15 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-07-15 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-07-15 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-07-15 12:00:00+00:00
5,,,2025-07-15 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-07-21 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-07-21 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-07-21 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-07-21 12:00:00+00:00
5,,,2025-07-21 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-07-28 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-07-28 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-07-28 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-07-28 12:00:00+00:00
5,,,2025-07-28 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-08-03 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-08-03 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-08-03 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-08-03 12:00:00+00:00
5,,,2025-08-03 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-08-09 12:00:00+00:00
2,5.446666666666666,5.446666666666666,2025-08-09 12:00:00+00:00
3,5.446666666666666,5.446666666666666,2025-08-09 12:00:00+00:00
4,5.446666666666666,5.446666666666666,2025-08-09 12:00:00+00:00
5,,,2025-08-09 12:00:00+00:00
1,5.446666666666666,5.446666666666666,2025-08-15 12:00:00+00:00
